title,company,location,site,job_url,description,search_keyword,date_posted
Nhân Viên Kỹ Thuật,Phúc Khang Mobile,"Thu Đuc, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4447359435,,IT Helpdesk,2026-08-05
IT Operation Specialist (HCMC),Trusting Social,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4448954011,,IT Helpdesk,2026-08-04
End User Technology Specialist,RMIT University Vietnam,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4437687443,,IT Helpdesk,2026-08-04
Support Analyst,"New Ocean IS Co., Ltd.",,linkedin,https://www.linkedin.com/jobs/view/4449089680,,IT Helpdesk,2026-08-04
Netsuite ERP Administrator,Safetrust Inc.,"Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4446601344,,IT Helpdesk,2026-08-04
IT Support Engineer-Vietnam Office,Hytech,"Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4447676773,,IT Helpdesk,2026-08-03
"Specialist, System Infra",Shinhan Securities Vietnam,"Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4447904267,,IT Helpdesk,2026-08-03
IT System Support,Couple Group JSC,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4447629165,,IT Helpdesk,2026-08-02
IT Support Engineer (APAC),Neumann Kaffee Gruppe (NKG),"Ho Chi Minh City, Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4435954994,,IT Helpdesk,2026-07-31
IT Analyst (Help Desk Engineer),Renesas Electronics,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4430429839,,IT Helpdesk,2026-07-31
Fitment Support Officer (Automotive),Cartrack,"Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4447139075,,IT Helpdesk,2026-07-31
IT Support Executive,Beiersdorf,,linkedin,https://www.linkedin.com/jobs/view/4446024863,,IT Helpdesk,2026-07-29
Junior End User Onsite Support,DXC Technology Vietnam,"Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4436481088,,IT Helpdesk,2026-07-29
Technology Service Officer,The Grand Ho Tram,,linkedin,https://www.linkedin.com/jobs/view/4446856964,,IT Helpdesk,2026-07-29
Windows Server Administrator,Customized Energy Solutions,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4446824365,,IT Helpdesk,2026-07-29
IT Manager (Manufacturing Operations),Zotefoams,"Long Thành, Dong Nai, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4446405462,,IT Helpdesk,2026-07-29
IT Supervisor,Marriott International,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4437783442,,IT Helpdesk,2026-07-28
CFIT Helpdesk Executive,DHL Express,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4443103649,,IT Helpdesk,2026-07-28
Thanh Giang tuyển dụng: NHÂN VIÊN KỸ THUẬT IT PHẦN CỨNG,Du học Nhật Bản Thanh Giang,"Gò Công, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4446158861,,IT Helpdesk,2026-07-28
Application Support Specialist (Field Operations),Cartrack,,linkedin,https://www.linkedin.com/jobs/view/4445437918,,IT Helpdesk,2026-07-28
Server and Storage Engineer,UOB,"Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4286663969,,IT Helpdesk,2026-07-28
Data Support Engineer,Home Credit Vietnam,"Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4445101954,,IT Helpdesk,2026-07-27
Onsite infrastructure support,DXC Technology Vietnam,"Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4387664973,,IT Helpdesk,2026-07-27
IT Helpdesk,OptiSigns Inc.,"Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4444906164,,IT Helpdesk,2026-07-24
JOB DESCRIPTIONS FOR IT LEADER,PVS Solution,,linkedin,https://www.linkedin.com/jobs/view/4441592360,,IT Helpdesk,2026-07-24
IT Application Admin II,Jabil,"District 9, Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4443866491,,IT Helpdesk,2026-07-24
IT Specialist - Pharma company,Dconnect,"Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4449350809,,IT Helpdesk,
IT Corp Lead,BE GROUP,"Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4450208471,,IT Helpdesk,
IT Lead/Manager,iTechwx,"Ho Chi Minh City, Vietnam",linkedin,https://www.linkedin.com/jobs/view/4447131236,,IT Helpdesk,
Manufacturing Engineer Cobra,PUMA,"Thành phố Hồ Chí Minh, SG, VN",indeed,https://vn.indeed.com/viewjob?jk=ca32b580b9fe74c9,"SPEED \& SPIRIT is what we look for in our candidates, defined by some simple values that inspire us to BE DRIVEN in our performance, BE VIBRANT in our sporting legacy, BE TOGETHER in our team spirit, and BE YOU to let our individual talent and experience shine. Applying for a job at PUMA is easy. Simply click APPLY ONLINE and follow the steps to upload your application.


  
**Your mission**
----------------


* Utilize knowledge of product design, materials and parts, fabrication processes, tooling and production equipment capabilities, surface finishing, assembly methods, and quality control standards to create, develop, validate, implement, control, monitor, and improve manufacturing methods of Cobra designed golf heads and components
* Report to the Sr. ME, he/she will support in development and quality assurance related activities at Cobra’s manufacturing facilities in Vietnam – both T1 head supplier(s) and related T2 and T3 supporting factories. This responsibility begins with the initial product tooling and sampling, and continues into mass production, until product EOL. From “cradle to grave”
* As the focal point for technical communication in Vietnam, support activities at to develop innovative, robust and sustainable manufacturing processes to support product design and development efforts; especially in the creation of processes related to new designs. Help the US Design team to understand very quickly if a new concept has potential for success *(in the spirit of ‘failing fast’ \- this includes the ability to say “no” to a concept)*
* Facilitate, develop and implement methods and procedures for testing and evaluating products and processes for acceptability. Use data to validate conclusion
* Support all mass production readiness activities. Conduct process validation on FA/SA samples, PFMEA, PCP creation, pilot run oversight, process capability/capacity/lead time review, STD and limit sample set\-up, initial process audit, leading to on\-time full production release. Support all engineering change related activities
* During both the development and mass production stages, assist in resolving complex technical problems by using statistical methods to determine root cause of failures and to recommend changes in designs, tolerances, and/or processes
* Monitor and improve supplier quality performance. Perform regular process audits and monitor quality control plans to ensure acceptable quality levels are being satisfied. Lead ongoing investigations in ways to improve yields, efficiency and reduce process\-related costs (continuous improvement)
* Assist the supply chain/sourcing team in price negotiations by collecting relevant production data to help calculate and better understand costs
* Support in identifying and qualifying new T1 vendors / T2 suppliers as needed. Help build upon COBRA’s internal engineering knowledge base, specifically as it applies to key process related items that will aid design engineers in improving their ability to design for manufacturability, aid in specification development, and eliminate design loopbacks
* Continue to learn, and remain current within the area of expertise (process/design/quality assurance), not only relative to the market, but in relation to known published advances in the pertinent specific body of knowledge. Read current literature, talk with colleagues, participate in educational programs, attend meetings, attend workshops, or participate in professional organizations or conferences to keep abreast of developments in the manufacturing field
**Your talent**
---------------


* Bachelor’s degree in engineering (or equivalent manufacturing experience), plus 3\+ years in Process Development Engineering or Quality Assurance within manufacturing (golf industry preferred)
* Working knowledge of golf\-related manufacturing processes (casting, forging, composites, welding, painting, plating, coating, metallurgy, tool design, etc.)
* Familiarity with Asia\-based manufacturing technologies/suppliers, COBRA product lines, and the game of golf
* Superior creative ability with strong, open\-ended technical problem\-solving skills to integrate technologies across manufacturing sectors
* Proven ability to work independently to develop, implement, and execute operational programs and process integrations for finished products
* Skilled in collecting, analyzing, and interpreting data to drive conclusions, with working knowledge of Lean / Six Sigma tools (Green/Black Belt certification a plus)
* Proficient in MS Office (Excel, PowerPoint, Power BI) and general data analysis; familiarity with CAD (viewing/measuring required, design a bonus) and Minitab is a plus
* Fluent in Vietnamese with strong written and spoken English; Mandarin Chinese is a bonus
* Ability to travel locally and within Asia (primarily Vietnam) to visit supplier facilities
* Exceptional understanding of test methods, experimental principles, and quality assurance practices in a high\-volume manufacturing environment
**Our principles**
------------------


PUMA provides equal opportunities for all job applicants, regardless of race, color, religion, national origin, sex, gender identity or expression, sexual orientation, age, or disability. Equality for all is one of the core principles at PUMA and we do not tolerate any form of harassment or discrimination.


At PUMA, every application is reviewed by real people who are committed to fairness, transparency, and equal opportunity \- no matter your background, identity, or experience. To ensure our process stays true to these values, no automated systems or AI tools are used to make hiring decisions. Every decision is made by real people \-with real judgment and accountability. We may use functions supported by Artificial Intelligence (AI) to carry out isolated organizational steps, such as scheduling interviews. These functions have no influence on decisions in the application process. We believe in creating spaces where everyone is welcome, celebrated, and empowered to contribute authentically. Because at PUMA, whoever wants to play, can play.


PUMA is a global sports brand creating footwear, apparel, and accessories that inspire athletes and everyday movers. The PUMA Group owns PUMA, Cobra Golf, and stichd, operates in 120\+ countries, and has around 22,000 employees worldwide.",IT Support,2026-08-06
Administration Executive,Công ty TNHH Alchemy Asia,"Thành phố Hồ Chí Minh, SG, VN",indeed,https://vn.indeed.com/viewjob?jk=33c6c60b54d8f57d,"**Mô tả công việc:**


(Mức lương: Thỏa thuận)* **Reception \& Front Office**
* Answer and transfer incoming telephone calls professionally in both English and Vietnamese.
* Welcome visitors, customers and business partners in a professional, friendly and courteous manner.
* Ensure the reception area, meeting rooms and common areas are clean, tidy and presentable at all times.
* Ensure continuous reception coverage during office operating hours (08:00 AM – 06:00 PM), including lunch breaks.
* Coordinate cleaning services to maintain office cleanliness and workplace hygiene standards.
* Handle general office enquiries and provide administrative assistance to internal departments when required.
* **Office Administration**
* Handle daily administrative requests, enquiries and correspondence in a timely and professional manner.
* Prepare payment requests and supporting documents, coordinate with suppliers and the Finance team, and maintain accurate payment records.
* Manage administrative contracts, monitor contract expiry dates, coordinate renewals and maintain proper contract documentation.
* Source vendors, obtain quotations, prepare price comparisons and coordinate the procurement of office supplies and administrative services.
* Manage office utilities, including electricity, water, internet, telephone and other facility related services.
* Purchase and maintain office supplies, stationery, pantry items, drinking water, packaging materials, sales support materials and other office consumables.
* Coordinate with IT, printer vendors and maintenance service providers to ensure office equipment, facilities and air\-conditioning systems are properly maintained.
* Manage incoming and outgoing mail, courier services, meeting room reservations, office access cards, office keys and motorbike parking arrangements.
* Coordinate office decoration, flowers and workplace arrangements as required.
* Maintain office assets and coordinate periodic inventory of administrative assets and supplies.
* Coordinate administrative arrangements for new employees, including name cards, welcome gifts and onboarding logistics.
* Coordinate office relocation, renovation and workplace improvement projects as assigned.
* Maintain proper filing and documentation of all administrative records and contracts.
* Perform any other duties assigned by the Group HR Manager or the Board of Directors.

**Chức vụ:** Nhân Viên/Chuyên Viên

**Hình thức làm việc:** Toàn thời gian

**Quyền lợi được hưởng:**

* **1\. Salary \& Allowances:**
* Competitive income with 100% salary and allowances on probation
* Gift on special occasion
* Annual Leave: will be 12 working days per calendar year, pro\-rata for the 1st year of employment.
* Statutory insurance contributions (social, health, and unemployment) are based on full salary.
* Be provided with high performance laptop and working facilities.
* **2\. Career Growth**
* Opportunity to work alongside young, world\-class talents in a dynamic and passionate environment
* Very diverse offline and online seminars \& workshop provided by company
* Clear and flexible career path
* **3\. Working Environment**
* A strong learning culture where initiative and proactivity are highly encouraged at Alchemy Group
* Team building, company trip and internal events

**Yêu cầu bằng cấp (tối thiểu):** Đại Học

**Yêu cầu công việc:**

* Bachelor's Degree or College Diploma in Business Administration, English or a related discipline.
* Minimum 2–3 years of experience in Administration, Office Management or a related field.
* Experience in office administration, vendor coordination and facilities management is preferred.
* Proficient in Microsoft Office applications (Word, Excel, PowerPoint and Outlook).
* Good command of spoken and written English.
* Strong organizational, coordination and time management skills.
* Service\-oriented with excellent communication and interpersonal skills.
* Able to work independently, manage multiple priorities and pay close attention to detail.
* Positive attitude, proactive mindset and willingness to take ownership of responsibilities.

**Yêu cầu giới tính:** Nữ

**Ngành nghề:** Hành Chính Tổng Hợp,Lễ Tân


  

Đại Học
  

2 \- 3 năm",IT Support,2026-08-06
Pre-Sales Engineer,NAKIVO,"Thành phố Hồ Chí Minh, SG, VN",indeed,https://vn.indeed.com/viewjob?jk=f6a04d05ade5e469,"**Mô tả công việc:**


(Mức lương: Thỏa thuận)* Engage daily with prospective customers and partners to understand technical environments, business needs, and use cases.
* Present and demonstrate NAKIVO Backup \& Replication solutions, highlighting key strengths such as ransomware protection, disaster recovery, and cost efficiency.
* Lead technical discovery, deployment sessions, and proof\-of\-concept (PoC) engagements to validate solutions and drive adoption.
* Design and propose tailored technical solutions based on customer requirements, ensuring alignment with both technical and business objectives.
* Provide deep technical expertise, including answering advanced product questions, explaining architecture, and offering practical workarounds.
* Support the sales team in positioning technical value and differentiators against competing backup and disaster recovery vendors.
* Handle technical inquiries across multiple channels (calls, demos, email), delivering accurate and timely responses.
* Deliver technical training and enablement to value\-added resellers (VARs), ensuring effective product positioning and deployment.
* Build and maintain strong relationships with customers, partners, and internal stakeholders.
* Deliver webinars, live demonstrations, and technical presentations to both small and large audiences.
* Participate in industry events and partner activities to support product awareness and growth.
* Collaborate cross\-functionally with Product Management to share customer feedback and influence product improvements.
* Work closely with Support teams to resolve technical challenges during the pre\-sales cycle.
* Maintain up\-to\-date knowledge of industry trends, competitors, and data protection technologies.

**Chức vụ:** Nhân Viên/Chuyên Viên

**Hình thức làm việc:** Toàn thời gian

**Quyền lợi được hưởng:**

* KPI Bonus: Up\-to 300$ per month
* Healthcare plan
* Up to 18 annual leaves and 5 sick leave per year
* Lương thỏa thuận theo năng lực và kinh nghiệm.
* Thưởng hiệu suất và thưởng theo kết quả kinh doanh.
* Thưởng tháng 13 và thưởng lễ, Tết.
* Xét tăng lương định kỳ.
* Được tham gia đầy đủ bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo quy định.
* Bảo hiểm sức khỏe bổ sung.
* Khám sức khỏe định kỳ hằng năm.
* Phụ cấp ăn trưa và phụ cấp đi lại.
* Hỗ trợ thiết bị làm việc.
* Môi trường làm việc chuyên nghiệp và thân thiện.
* Được đào tạo nội bộ và đào tạo nâng cao chuyên môn.
* Cơ hội thăng tiến rõ ràng.
* Tham gia các hoạt động team building và du lịch công ty.
* Nghỉ phép năm theo quy định và thêm ngày nghỉ theo thâm niên.
* Thời gian làm việc linh hoạt (nếu áp dụng).
* Hỗ trợ chi phí học tập và chứng chỉ chuyên môn.
* Quà tặng sinh nhật và các dịp đặc biệt.
* Chính sách phúc lợi cho nhân viên gắn bó lâu dài.

**Yêu cầu bằng cấp (tối thiểu):** Trung cấp \- Nghề

**Yêu cầu công việc:**

* Fluent English with good written and verbal communication skills.
* 5\+ years of experience in a pre\-sales, sales engineering, or solutions engineering role within the software or IT industry.
* Strong technical background in IT infrastructure and/or data center technologies, including virtualization, storage, networking, and systems administration.
* Experience with virtualization platforms such as VMware vSphere, Microsoft Hyper\-V, Nutanix AHV, and Proxmox VE.
* Solid understanding of backup, disaster recovery, and data protection concepts and technologies.
* Familiarity with cloud platforms and workloads, including AWS, Microsoft Azure, and hybrid/cloud\-native environments.
* Knowledge of SaaS backup scenarios (e.g., Microsoft 365\) and modern data protection requirements.
* Experience with storage technologies (NAS, SAN, object storage) and server administration across Linux and/or Windows environments.
* Understanding of physical, virtual, cloud, and hybrid infrastructures, including their integration within backup and recovery strategies.
* Basic networking knowledge (TCP/IP, firewalls, routing) relevant to backup and replication operations.

**Yêu cầu giới tính:** Nam/Nữ

**Ngành nghề:** Bán Hàng Kỹ Thuật,Phát Triển Kinh Doanh,Sales Công Nghệ Thông Tin


  

Trung cấp \- Nghề
  

Không yêu cầu",IT Support,2026-08-06
Senior Technical Engineer (DevOps/SRE),HSC,"Thành phố Hồ Chí Minh, SG, VN",indeed,https://vn.indeed.com/viewjob?jk=0d5ddcf18eb7433a,"**Top 3 reasons to join us**
----------------------------


* Positive work environment, support \& determination
* Very attractive salary \& benefits
* Development opportunities \& improve a quality life
**Job description**
-------------------


**Primary Objectives*** Monitor the operation of the trading application system to ensure the utility and warranty of the service in a 24/7/365 working environment. Research, identify, and assess security vulnerabilities, while also identifying, evaluating, and mitigating security risks.
* Support users on trading platforms and work with collection of custom applications and systems operating on different OS.

**Main Responsibilities*** Operate, monitor, and diagnose Online Trading / Core Trading system and DR site.
* Research, design, develop and implement solutions for fault, performance, capacity, and configuration management for applications. Will work in conjunction with Infrastructure teams to identify combined, centralized solutions
* Designs, develops and implements documentation or tools appropriate to the maintenance of application platforms
* Develops, improves, modifies, and assesses security architecture in a hosting\-based environment
* Responds to all system security weak points and partners with other teams and third\-party vendors to resolve security issues
* Provide Tier 2 support to issues escalated from Service Desk team. Interface with development teams to resolve Tier 3 'in code' issues. On\-call support for escalated off\-hours issues
* Execution and maintenance of internal SLAs developed with business stakeholders following ITIL framework


**Your skills and experience**
------------------------------


**1\. Educational level*** Bachelor’s (or above) degree in the field of computer science or information systems

**2\. Professional Experience*** Minimum 5 years in a technical role involving applications operation and management, preferably in a 24\-7\-365 production environment
* MCSE, LPIC\-3 is preferred
* Must have solid working experience and knowledge of Windows and Unix/Linux operating systems. Should be familiar with HA, CFS configurations, security and patch management
* Strong grasp of Internet network concepts, protocols, and associated services (TCP/IP, HTTP, FTP, SCP, DNS)
* Experience in designing secure network architectures, virtualization technologies, identity and access management principles, application security, and encryption technologies
* Installation, configuration, and administration experience with operations management tools: IIS, Tomcat, RecordTS and VMware performance tools
* Experience administering/maintaining multi\-tier application systems in a production environment

**3\. Professional Competencies/Knowledge*** Trading Process Knowledge: Trading Process Knowledge is a comprehensive understanding of the entire trade lifecycle. This includes order entry (the different order types), execution (how the trade is filled on the market), clearing (confirming the details of the transaction), and settlement (the final transfer of securities and funds).
* Securities Product Knowledge: Securities Product Knowledge refers to specific expertise in various types of tradable financial assets (securities). This includes understanding the characteristics that differentiate equities, fixed\-income securities (bonds), derivatives (futures, options), and hybrid securities to advise clients and manage portfolios effectively.
* IT Software Release (Go\-live) Process Knowledge: IT Software Release (Go\-live) Process Knowledge is the understanding of the structured methodology for deploying new software or system updates into the live production environment. This knowledge is crucial for minimizing business disruption, managing technical risks, and ensuring a smooth transition for users.
* Software Testing Knowledge: Software Testing Knowledge is the understanding of the methods and processes used to verify that a software application is free of defects and meets all specified requirements. This includes functional, performance, security, and user acceptance testing (UAT) to ensure a high\-quality product is delivered.


**Why you'll love working here**
--------------------------------



Understanding candidates' expectations of the ideal workplace, we always put the people element at the top of our priorities.
**Primary benefits:*** Attractive KPI Bonus annual
* Review Salary and performance annual
* 16\+ Annual Leaves, 5 sick leaves, 1 day off birthday
* Full Social Insurance, Annual Medical Check\- up, Health insurance
* Team Building and company activities: Year\- end Party, New\-year Party, Company trip, Charity activities
* Learning workshops: e\-learning, English courses, career development training programs
* Sports clubs: gym, yoga, running, football, tennis, badminton",IT Support,2026-08-06
"Senior QA Engineer (QC, Automation, English)",Pizza Hut Digital & Technology,"Thành phố Hồ Chí Minh, SG, VN",indeed,https://vn.indeed.com/viewjob?jk=313b171403fb06ca,"**Top 3 reasons to join us**
----------------------------


* Flexible Friday afternoon
* 18 Annual Leave \+ 5 Recharge Days/ Year
* Hybrid working model
**Job description**
-------------------



Yum! Brands, Inc. is the world's largest restaurant company by system units, with over 56,000 restaurants in over 155 countries, home to iconic brands like KFC, Taco Bell, and The Habit Burger Grill. Our relentless pursuit of digital excellence is transforming the QSR industry.
Our proprietary ""Byte by Yum! Commerce Platform"" is the sophisticated e\-commerce engine driving this transformation. It encompasses all digital ordering channels – from our brand\-specific mobile apps and websites to in\-restaurant kiosks and emerging digital touchpoints. This platform is meticulously crafted to deliver seamless, personalized, and efficient ordering experiences for millions of customers globally.  

We are seeking an experienced Senior Quality Assurance Engineer II to own and drive the testing strategy and quality practices for the Byte by Yum! Commerce Platform. In this role, you will lead the testing discipline across globally distributed engineering teams and ensure our e\-commerce platform consistently delivers reliable, scalable, and high\-quality digital experiences to millions of customers worldwide.
As the Senior Quality Assurance Engineer, you will define and implement the overall quality and testing strategy, guide the automation approach, and establish engineering best practices across web and mobile platforms. You will partner closely with engineering, product, and DevOps teams to embed quality throughout the software development lifecycle and enable fast, confident releases in a high\-transaction environment.
This role requires deep technical expertise in modern testing frameworks, strong leadership in automation strategy, and experience operating within complex, large\-scale e\-commerce platforms. Experienced working with Maestro is a big plus. **Responsibilities:*** Define and drive the overall testing strategy and quality standards for the platform.
* Build and maintain scalable, maintainable automation frameworks across web and mobile applications
* Perform hands\-on manual and exploratory testing for new features, edge cases, and pre\-release sign\-off, particularly in scenarios where automation isn't practical or mature yet
* Establish best practices for functional, integration, end\-to\-end, and performance testing.
* Establish quality standards, testing guidelines, and best practices across engineering teams.
* Collaborate with engineering, product, and DevOps teams to embed quality into the CI/CD pipeline and development lifecycle.
* Oversee test planning, execution, and reporting to ensure high levels of release confidence and platform reliability.
* Continuously evaluate and improve testing tools, frameworks, and processes to support platform growth and scalability.
* Lead defect management processes, ensuring issues are properly prioritized, tracked, and resolved.


**Your skills and experience**
------------------------------


**Requirements:*** Bachelor's degree in computer science, or related technical field.
* 7\+ years of experience in software quality assurance, with at least 3 years in a senior test role supporting large\-scale e\-commerce or high\-volume consumer platforms.
* Proven experience leading testing strategies and quality initiatives in complex software platforms.
* Strong hands\-on experience with at least one of test automation frameworks (e.g., Maestro ,Playwright, Cypress, Selenium, Appium).
* Ability to collaborate effectively across engineering, product, and DevOps teams.
* Strong leadership, communication, and problem\-solving skills in fast\-paced, agile environments.
* Strong problem\-solving skills and a passion for delivering high\-quality software.
* Ability to collaborate effectively across distributed global teams.
* Strong spoken and written English for international collaboration.
* Adaptable and comfortable with change — able to adjust testing priorities, tools, and approach quickly as product direction, requirements, or tech stack evolve

 **Nice to Have:*** Experience with Maestro for mobile UI automation (preferred).
* Experience working with large\-scale, high\-transaction e\-commerce systems.
* ISTQB or other relevant QA certifications.
* Knowledge of performance or load testing tools.


**Why you'll love working here**
--------------------------------


**Attractive Benefits:*** 100% salary during probation period
* Annual Leave: 18 days/ year
* Five “Recharge Days” – Extra days, in addition to company holidays.
* Flexible Friday afternoon
* 2 days WFH/ week
* Full salary insurance
* 13th\-month bonus
* Gift \+ 1 day off for birthday
* Advanced health insurance (Generali)
* Regular engagement activities: sport clubs, internal event…
* Support Macbook and Monitor",IT Support,2026-08-06
"Software Developer (.NET, C#, C++)",Hansen Technologies,"Thành phố Hồ Chí Minh, SG, VN",indeed,https://vn.indeed.com/viewjob?jk=b0928db0aae89675,"**Top 3 reasons to join us**
----------------------------


* Global Company\- Develop Your Career \& English
* Competitive Salary, and company profit share
* Onsite opportunities
**Job description**
-------------------


**Who Are We**
Hansen Technologies is a leading global provider of software and services that enable organisations to transform customer experiences and streamline critical business processes. With a rich history of innovation and a footprint that spans over 80 countries, Hansen empowers utilities, energy, and communications companies to thrive in an ever\-evolving digital landscape. Our commitment to excellence, customer focus, and collaborative culture makes Hansen a place where passionate professionals can make a meaningful impact, drive real change, and help shape the future of industries worldwide.  

We are proud to be an equal opportunities employer. Hansen prides itself on celebrating diversity and is committed to creating an inclusive environment for all employees, even extending this to how we work with our customers, partners, and suppliers. We welcome applications from all qualified candidates, regardless of age, disability, gender identity or expression, marital status, race, ethnicity, religion or belief, sexual orientation, or any other protected characteristic. If you require any adjustments or accommodation during the recruitment process, please let us know. **Why This Role Matters** **Design. Build. Innovate. Deliver.**  

As a Software Developer within our MDM\-G team, you'll play a key role in designing and delivering innovative solutions that help customers operate more efficiently, respond to changing business needs, and create better experiences for their end users.  

This is an opportunity to tackle complex technical challenges and help shape products that support essential industries worldwide.  



**Your skills and experience**
------------------------------


**What You’ll Do*** Design, develop, test, and deploy software solutions across development and production environments.
* Collaborate with cross\-functional teams, including QA, Product Owners, DevOps, and customer\-facing teams, to deliver high\-quality solutions.
* Debug, enhance, and modify business workflows to meet evolving customer requirements.
* Participate in code reviews and promote best practices to ensure maintainable, high\-quality code.
* Create and maintain technical documentation for software features and implementations.
* Ensure application performance, scalability, and security throughout the development lifecycle.
* Troubleshoot production issues and implement solutions that minimise customer impact.
* Leverage AI and automation to support continuous improvement and process optimisation initiatives.

 **What You Bring*** 4\+ years of experience in software development, ideally within complex enterprise environments.
* Strong development experience with .NET, C\+\+, C\#, and relational databases.
* Solid understanding of object\-oriented programming, data structures, algorithms, and software design patterns.
* Experience with code reviews, version control systems, and software engineering best practices.
* Strong problem\-solving and analytical skills with a focus on delivering reliable, scalable solutions.
* Effective English communication skills and the ability to collaborate with global teams.

 **Nice to have*** Bachelor's degree in Computer Science, Software Engineering, Information Technology, or a related discipline.
* Experience working across the full software product lifecycle, from requirements gathering through deployment and support.
* Familiarity with Agile or Scrum delivery methodologies.
* A strong product mindset with a sense of ownership and accountability for outcomes.
* Ability to thrive in a collaborative, transparent, and fast\-paced environment.
* Experience working with distributed or multinational teams.
* Curiosity, adaptability, and a passion for learning new technologies.


**Why you'll love working here**
--------------------------------


* Competitive Market Rate Salary \- full salary (including SI contribution) during the probation period and 13th\-month salary
* Twice yearly salary review
* Full participation in the annual Hansen Profit Share Program
* Great Leave Options – including 12 days annual leave during Year 1, increasing to 15 days annual leave and 12 days paid sick leave per year).
* Premium healthcare for employee and dependents (spouse and {all} children and support for parents). Also, free comprehensive annual check\-up for employees.
* High\-speed Internet credit: VND 5,5million/year
* Wellness benefit: VND 2million annually for fitness package/devices
* Free lunch, snacks, and drink in our new modern offices, which have a cool open atmosphere with an outdoor cafe, bar, and recreation area in District 2 – including free scooter parking
* Continuous Learning and Development, including personalised Udemy Business – online learning platform.
* Reward and Recognition \- Company sponsored trips and events, tenure milestones and global recognition program.
* New, modern developer laptop, 2 large monitors, and headset.
* An international work environment, highly skilled colleagues to learn from both locally and globally where you can develop your IT career and English skills.",IT Support,2026-08-06
